Time (UTC),Toyama (m),Sado (m),Fukaura (m),Saigo (m),Rudnaya (m),Preobrazheniye (m),Sosunovo (m)
2024/01/01 10:22:00,0.070,0.195,0.060,0.015,-0.196,0.222,0.018
2024/01/01 10:23:00,0.116,0.004,-0.066,-0.009,-0.117,0.282,-0.042
2024/01/01 10:24:00,0.113,-0.170,-0.152,0.055,-0.077,0.301,-0.002
2024/01/01 10:25:00,0.072,-0.248,-0.149,0.073,-0.058,0.271,0.008
2024/01/01 10:26:00,0.026,-0.153,-0.095,0.049,-0.038,0.200,0.007
2024/01/01 10:27:00,-0.008,0.040,-0.037,-0.009,-0.109,0.139,-0.003
2024/01/01 10:28:00,-0.038,0.214,0.023,-0.024,-0.149,0.199,0.007
2024/01/01 10:29:00,-0.033,0.267,0.035,-0.109,-0.060,0.158,0.027
2024/01/01 10:30:00,0.003,0.146,-0.014,-0.100,0.040,0.077,0.077
2024/01/01 10:31:00,0.070,-0.069,-0.063,-0.063,0.159,0.027,0.037
2024/01/01 10:32:00,0.112,-0.187,-0.079,-0.047,0.109,-0.004,-0.003
2024/01/01 10:33:00,0.148,-0.141,-0.070,-0.041,0.078,-0.005,0.007
2024/01/01 10:34:00,0.135,-0.015,-0.079,-0.120,0.108,-0.036,0.037
2024/01/01 10:35:00,0.086,0.108,0.003,-0.169,0.147,-0.086,-0.043
2024/01/01 10:36:00,0.058,0.192,0.082,-0.144,-0.034,-0.147,-0.074
2024/01/01 10:37:00,0.015,0.162,0.094,-0.111,-0.254,-0.238,-0.054
2024/01/01 10:38:00,-0.032,0.051,0.060,-0.071,-0.195,-0.238,-0.004
2024/01/01 10:39:00,-0.026,-0.070,0.042,-0.028,-0.045,-0.249,-0.034
2024/01/01 10:40:00,-0.002,-0.096,0.008,-0.046,0.194,-0.310,-0.014
2024/01/01 10:41:00,0.019,-0.074,-0.026,-0.064,0.143,-0.290,-0.065
2024/01/01 10:42:00,0.024,-0.009,0.011,-0.042,0.023,-0.231,-0.025
2024/01/01 10:43:00,0.005,0.102,0.069,-0.015,-0.028,-0.202,-0.045
2024/01/01 10:44:00,-0.002,0.155,0.124,0.040,0.002,-0.182,-0.005
2024/01/01 10:45:00,-0.014,0.098,0.117,0.044,0.061,-0.113,-0.015
2024/01/01 10:46:00,-0.048,-0.022,0.050,0.071,0.060,-0.024,0.014
2024/01/01 10:47:00,-0.076,-0.094,-0.032,0.050,0.060,-0.004,-0.036
2024/01/01 10:48:00,-0.052,-0.130,-0.096,0.087,-0.011,0.015,0.004
2024/01/01 10:49:00,0.014,-0.138,-0.148,0.161,-0.141,0.004,0.013
2024/01/01 10:50:00,0.062,-0.058,-0.175,0.167,-0.262,0.054,0.013
2024/01/01 10:51:00,0.093,0.050,-0.099,0.109,-0.253,0.143,0.033
2024/01/01 10:52:00,0.107,0.079,0.005,0.042,-0.093,0.173,0.003
2024/01/01 10:53:00,0.073,0.043,0.084,0.073,0.106,0.162,0.002
2024/01/01 10:54:00,0.012,-0.038,0.066,0.089,0.106,0.152,-0.058
2024/01/01 10:55:00,-0.049,-0.110,0.036,0.123,0.085,0.151,-0.028
2024/01/01 10:56:00,-0.120,-0.106,0.027,0.065,0.095,0.161,-0.049
2024/01/01 10:57:00,-0.163,-0.004,-0.015,0.023,-0.016,0.040,0.011
2024/01/01 10:58:00,-0.142,0.143,-0.070,-0.047,-0.106,-0.020,0.041
2024/01/01 10:59:00,-0.093,0.235,-0.048,-0.111,-0.147,-0.080,0.040
2024/01/01 11:00:00,-0.005,0.203,0.010,-0.098,0.013,-0.121,0.020
2024/01/01 11:01:00,0.071,0.030,0.050,-0.055,0.152,-0.101,0.000
2024/01/01 11:02:00,0.126,-0.207,0.050,-0.037,0.222,-0.072,-0.021
2024/01/01 11:03:00,0.156,-0.344,0.071,-0.097,0.191,-0.052,-0.061
2024/01/01 11:04:00,0.147,-0.334,0.120,-0.170,0.101,-0.002,-0.051
2024/01/01 11:05:00,0.114,-0.235,0.118,-0.197,0.050,0.068,0.028
2024/01/01 11:06:00,0.059,-0.058,0.051,-0.182,-0.050,0.057,0.118
2024/01/01 11:07:00,-0.002,0.113,-0.004,-0.142,-0.070,0.077,0.128
2024/01/01 11:08:00,-0.069,0.154,-0.012,-0.044,0.019,0.337,0.037
2024/01/01 11:09:00,-0.093,0.093,-0.021,0.020,0.059,0.117,-0.053
2024/01/01 11:10:00,-0.102,-0.043,-0.064,0.033,0.089,0.027,-0.064
2024/01/01 11:11:00,-0.083,-0.113,-0.042,-0.070,-0.142,-0.114,0.016
2024/01/01 11:12:00,-0.077,-0.079,0.037,-0.131,-0.322,-0.174,0.076
2024/01/01 11:13:00,-0.055,0.019,0.065,-0.036,-0.352,-0.124,0.096
2024/01/01 11:14:00,-0.021,0.153,0.023,0.116,-0.262,-0.124,0.085
2024/01/01 11:15:00,0.022,0.193,-0.029,0.147,-0.023,-0.104,-0.015
2024/01/01 11:16:00,0.035,0.099,-0.044,0.129,0.187,-0.054,-0.025
2024/01/01 11:17:00,0.045,-0.075,-0.092,0.096,0.187,-0.004,0.034
2024/01/01 11:18:00,0.054,-0.191,-0.174,0.099,0.197,0.006,0.104
2024/01/01 11:19:00,0.052,-0.178,-0.177,0.146,0.177,-0.014,0.004
2024/01/01 11:20:00,0.037,-0.075,-0.091,0.155,0.177,0.117,-0.037
2024/01/01 11:21:00,0.041,0.090,0.010,0.216,0.037,0.107,-0.017
2024/01/01 11:22:00,0.036,0.212,0.123,0.214,-0.133,0.137,0.003
2024/01/01 11:23:00,0.009,0.218,0.202,0.101,-0.213,0.117,0.023
2024/01/01 11:24:00,-0.029,0.092,0.266,0.047,-0.153,0.177,0.032
2024/01/01 11:25:00,-0.062,-0.094,0.242,0.086,0.037,0.257,-0.038
2024/01/01 11:26:00,-0.085,-0.210,0.133,0.087,0.177,0.248,-0.058
2024/01/01 11:27:00,-0.091,-0.210,0.008,0.020,0.157,0.218,-0.028
2024/01/01 11:28:00,-0.071,-0.122,-0.098,-0.071,0.037,0.098,0.032
2024/01/01 11:29:00,-0.037,0.012,-0.174,-0.095,-0.073,0.008,0.031
2024/01/01 11:30:00,0.016,0.139,-0.241,-0.119,-0.113,-0.041,0.031
2024/01/01 11:31:00,0.075,0.185,-0.229,-0.201,0.038,-0.121,-0.039
2024/01/01 11:32:00,0.116,0.157,-0.137,-0.238,0.128,-0.171,-0.069
2024/01/01 11:33:00,0.117,0.095,-0.040,-0.192,0.168,-0.120,-0.029
2024/01/01 11:34:00,0.109,0.055,0.028,-0.170,0.108,-0.110,-0.019
2024/01/01 11:35:00,0.040,0.027,0.098,-0.188,0.048,-0.039,-0.070
2024/01/01 11:36:00,-0.038,-0.013,0.119,-0.154,-0.051,-0.019,-0.070
2024/01/01 11:37:00,-0.116,-0.017,0.080,-0.068,-0.131,0.002,-0.010
2024/01/01 11:38:00,-0.151,0.016,0.031,0.042,-0.121,-0.048,0.020
2024/01/01 11:39:00,-0.162,0.049,0.001,0.103,-0.070,-0.078,0.020
2024/01/01 11:40:00,-0.121,0.063,-0.036,0.100,0.020,-0.147,0.010
2024/01/01 11:41:00,-0.025,0.047,-0.072,0.052,-0.040,-0.237,0.020
2024/01/01 11:42:00,0.064,0.004,-0.081,0.061,-0.129,-0.246,0.000
2024/01/01 11:43:00,0.139,-0.058,-0.042,0.110,-0.209,-0.196,-0.040
2024/01/01 11:44:00,0.180,-0.059,0.022,0.190,-0.128,-0.115,-0.060
2024/01/01 11:45:00,0.202,-0.005,0.062,0.175,-0.078,-0.004,-0.020
2024/01/01 11:46:00,0.176,0.077,0.083,0.120,0.013,0.016,0.020
2024/01/01 11:47:00,0.107,0.115,0.099,0.087,0.013,0.077,0.070
2024/01/01 11:48:00,0.029,0.118,0.056,0.047,0.103,0.107,0.020
2024/01/01 11:49:00,-0.058,0.095,-0.017,0.054,0.194,0.118,-0.060
2024/01/01 11:50:00,-0.109,0.049,-0.094,0.030,0.174,0.048,-0.080
2024/01/01 11:51:00,-0.120,0.011,-0.127,0.006,-0.015,-0.011,-0.070
2024/01/01 11:52:00,-0.091,-0.008,-0.133,-0.037,-0.145,-0.060,-0.030
2024/01/01 11:53:00,-0.041,-0.039,-0.094,-0.058,-0.114,-0.030,0.030
2024/01/01 11:54:00,0.018,-0.086,0.016,-0.046,0.086,-0.019,0.040
2024/01/01 11:55:00,0.046,-0.111,0.104,-0.088,0.237,-0.019,-0.040
2024/01/01 11:56:00,0.050,-0.072,0.135,-0.085,0.147,-0.038,-0.070
2024/01/01 11:57:00,0.048,0.006,0.116,-0.054,0.038,-0.027,-0.050
2024/01/01 11:58:00,0.009,0.073,0.043,-0.002,-0.112,-0.007,0.020
2024/01/01 11:59:00,-0.048,0.087,-0.030,-0.005,-0.161,-0.096,0.031
2024/01/01 12:00:00,-0.144,0.001,-0.085,-0.065,-0.110,-0.076,-0.009
2024/01/01 12:01:00,-0.171,-0.143,-0.094,-0.074,-0.040,-0.055,-0.029
2024/01/01 12:02:00,-0.170,-0.253,-0.031,-0.062,0.001,0.026,0.011
2024/01/01 12:03:00,-0.133,-0.233,0.055,-0.095,0.001,0.056,-0.009
2024/01/01 12:04:00,-0.074,-0.099,0.119,-0.128,0.072,0.077,0.061
2024/01/01 12:05:00,-0.016,0.101,0.137,-0.076,0.142,0.177,0.021
2024/01/01 12:06:00,0.043,0.235,0.085,0.012,0.193,0.268,-0.009
2024/01/01 12:07:00,0.071,0.219,-0.004,0.031,0.083,0.249,-0.039
2024/01/01 12:08:00,0.068,0.054,-0.071,-0.002,-0.066,0.179,0.022
2024/01/01 12:09:00,0.050,-0.184,-0.108,-0.045,-0.086,0.130,0.092
2024/01/01 12:10:00,0.017,-0.316,-0.117,-0.048,-0.006,0.120,0.072
2024/01/01 12:11:00,-0.044,-0.295,-0.056,-0.026,0.145,0.131,-0.008
2024/01/01 12:12:00,-0.080,-0.122,0.020,-0.007,0.165,0.131,-0.028
2024/01/01 12:13:00,-0.040,0.122,0.069,0.045,0.086,0.112,0.022
2024/01/01 12:14:00,0.012,0.274,0.066,0.054,-0.034,0.062,0.102
2024/01/01 12:15:00,0.054,0.292,0.035,0.054,-0.023,0.043,0.112
2024/01/01 12:16:00,0.106,0.166,-0.017,0.051,-0.083,0.034,0.013
2024/01/01 12:17:00,0.167,-0.014,-0.072,-0.006,-0.123,-0.006,-0.037
2024/01/01 12:18:00,0.192,-0.191,-0.118,-0.034,-0.102,-0.075,-0.007
2024/01/01 12:19:00,0.161,-0.227,-0.130,-0.006,-0.032,-0.185,0.093
2024/01/01 12:20:00,0.118,-0.200,-0.112,0.022,0.068,-0.214,0.033
2024/01/01 12:21:00,0.069,-0.106,-0.039,0.007,0.059,-0.234,0.003
2024/01/01 12:22:00,-0.011,0.010,0.062,-0.072,-0.041,-0.263,-0.057
2024/01/01 12:23:00,-0.102,0.108,0.175,-0.057,-0.101,-0.303,-0.037
2024/01/01 12:24:00,-0.124,0.132,0.242,-0.020,-0.040,-0.233,0.023
2024/01/01 12:25:00,-0.091,0.077,0.254,-0.011,-0.030,-0.202,0.084
2024/01/01 12:26:00,-0.070,0.013,0.226,-0.047,-0.100,-0.122,0.014
2024/01/01 12:27:00,-0.053,-0.023,0.126,-0.022,-0.240,-0.091,-0.026
2024/01/01 12:28:00,-0.010,-0.011,-0.027,0.075,-0.219,-0.041,-0.046
2024/01/01 12:29:00,0.029,0.026,-0.152,0.121,-0.129,0.070,-0.056
2024/01/01 12:30:00,0.037,0.066,-0.249,0.097,0.051,0.110,-0.016
2024/01/01 12:31:00,0.027,0.078,-0.313,0.085,0.151,0.080,0.074
2024/01/01 12:32:00,-0.028,0.048,-0.258,0.097,0.131,0.111,0.084
2024/01/01 12:33:00,-0.051,0.024,-0.124,0.104,0.131,0.131,-0.026
2024/01/01 12:34:00,-0.064,0.003,-0.011,0.107,0.191,0.141,-0.006
2024/01/01 12:35:00,-0.089,-0.012,0.041,0.104,0.232,0.102,0.004
2024/01/01 12:36:00,-0.087,0.010,0.077,0.128,0.142,0.062,0.074
2024/01/01 12:37:00,-0.057,0.041,0.078,0.153,-0.098,0.042,0.014
2024/01/01 12:38:00,-0.006,0.032,0.047,0.101,-0.248,0.043,-0.056
2024/01/01 12:39:00,0.033,-0.001,0.038,0.013,-0.268,0.083,-0.066
2024/01/01 12:40:00,0.053,-0.019,0.038,-0.023,-0.108,0.093,-0.026
2024/01/01 12:41:00,0.052,-0.031,0.087,-0.069,-0.048,0.054,0.014
2024/01/01 12:42:00,0.069,-0.021,0.133,-0.057,0.002,0.054,-0.006
2024/01/01 12:43:00,0.053,0.019,0.127,-0.035,-0.038,0.054,-0.056
2024/01/01 12:44:00,0.010,0.053,0.103,-0.081,0.052,0.024,-0.096
2024/01/01 12:45:00,-0.022,0.033,0.060,-0.117,0.072,-0.045,-0.096
2024/01/01 12:46:00,-0.017,-0.025,0.000,-0.114,0.101,-0.065,-0.046
2024/01/01 12:47:00,0.004,-0.070,-0.061,-0.081,0.091,-0.095,-0.006
2024/01/01 12:48:00,0.033,-0.081,-0.110,-0.038,-0.029,-0.115,-0.006
2024/01/01 12:49:00,0.066,-0.075,-0.097,-0.047,-0.009,-0.164,-0.026
2024/01/01 12:50:00,0.071,-0.047,-0.085,-0.035,0.001,-0.114,-0.056
2024/01/01 12:51:00,0.061,-0.006,-0.060,0.011,0.121,-0.114,-0.046
2024/01/01 12:52:00,0.030,0.022,-0.051,-0.044,0.121,-0.134,-0.006
2024/01/01 12:53:00,-0.026,0.062,-0.041,-0.117,-0.069,-0.094,0.034
2024/01/01 12:54:00,-0.103,0.063,-0.032,-0.077,-0.159,-0.064,0.004
2024/01/01 12:55:00,-0.150,0.014,-0.032,0.011,-0.170,0.017,0.004
2024/01/01 12:56:00,-0.160,-0.034,-0.019,0.045,-0.130,0.047,0.004
2024/01/01 12:57:00,-0.142,-0.054,0.014,0.011,-0.010,0.127,0.024
2024/01/01 12:58:00,-0.106,-0.026,0.045,-0.050,0.050,0.137,0.013
2024/01/01 12:59:00,-0.018,0.005,0.067,-0.038,0.090,0.157,-0.007
2024/01/01 13:00:00,0.073,0.045,0.043,-0.013,0.139,0.187,-0.027
2024/01/01 13:01:00,0.133,0.048,0.000,-0.044,0.069,0.207,0.013
2024/01/01 13:02:00,0.154,0.025,-0.033,-0.044,-0.061,0.177,0.063
2024/01/01 13:03:00,0.165,-0.027,-0.051,0.029,-0.111,0.067,0.093
2024/01/01 13:04:00,0.125,-0.054,-0.078,0.059,-0.041,0.008,0.073
2024/01/01 13:05:00,0.037,-0.068,-0.048,0.029,0.028,-0.042,0.023
2024/01/01 13:06:00,-0.061,-0.065,0.041,0.004,0.038,-0.062,-0.017
2024/01/01 13:07:00,-0.150,-0.034,0.087,0.029,0.048,-0.072,-0.047
2024/01/01 13:08:00,-0.190,0.009,0.097,0.077,0.088,-0.052,-0.027
2024/01/01 13:09:00,-0.181,0.049,0.085,0.062,0.178,-0.012,-0.027
2024/01/01 13:10:00,-0.147,0.035,0.030,0.065,0.168,-0.052,0.023
2024/01/01 13:11:00,-0.086,0.014,-0.040,0.089,-0.023,-0.082,0.013
2024/01/01 13:12:00,-0.004,-0.013,-0.076,0.077,-0.103,-0.082,0.012
2024/01/01 13:13:00,0.051,-0.028,-0.085,0.003,-0.073,-0.072,-0.018
2024/01/01 13:14:00,0.091,-0.061,-0.067,-0.012,0.027,-0.062,-0.018
2024/01/01 13:15:00,0.100,-0.079,-0.008,0.003,0.047,-0.082,-0.018
2024/01/01 13:16:00,0.079,-0.058,0.077,0.006,-0.023,-0.092,0.032
2024/01/01 13:17:00,0.019,0.003,0.108,-0.004,-0.034,-0.102,0.032
2024/01/01 13:18:00,-0.042,0.068,0.102,-0.031,-0.004,-0.082,0.022
2024/01/01 13:19:00,-0.072,0.144,0.056,-0.053,0.036,-0.082,0.012
2024/01/01 13:20:00,-0.077,0.169,0.032,-0.062,0.086,-0.072,0.082
2024/01/01 13:21:00,-0.080,0.108,0.005,-0.051,0.126,-0.071,0.072
2024/01/01 13:22:00,-0.043,0.013,-0.025,-0.060,0.056,-0.071,0.002
2024/01/01 13:23:00,0.019,-0.060,-0.022,-0.045,-0.034,-0.011,-0.038
2024/01/01 13:24:00,0.084,-0.072,0.009,-0.048,-0.104,0.059,-0.068
2024/01/01 13:25:00,0.127,-0.069,0.012,-0.018,-0.065,0.129,-0.078
2024/01/01 13:26:00,0.165,-0.023,0.006,-0.009,-0.025,0.159,-0.068
2024/01/01 13:27:00,0.175,0.017,0.024,-0.004,0.045,0.179,-0.028
2024/01/01 13:28:00,0.142,0.032,0.027,0.033,0.035,0.159,-0.028
2024/01/01 13:29:00,0.095,0.029,0.006,0.078,-0.015,0.209,-0.008
2024/01/01 13:30:00,0.056,0.050,-0.021,0.063,0.045,0.199,0.002
2024/01/01 13:31:00,0.033,0.056,-0.045,0.007,0.055,0.159,0.022
2024/01/01 13:32:00,0.025,0.028,-0.070,-0.030,0.055,0.149,0.032
2024/01/01 13:33:00,0.035,0.016,-0.094,-0.033,-0.065,0.079,0.042
2024/01/01 13:34:00,0.055,0.010,-0.082,-0.012,-0.125,0.089,0.002
2024/01/01 13:35:00,0.081,0.003,-0.033,-0.018,-0.115,0.129,-0.038
2024/01/01 13:36:00,0.094,-0.015,0.028,-0.013,-0.025,0.119,0.002
2024/01/01 13:37:00,0.090,-0.034,0.052,-0.013,0.035,0.049,0.002
2024/01/01 13:38:00,0.048,-0.037,0.058,-0.044,0.005,-0.001,-0.008
2024/01/01 13:39:00,0.016,-0.031,0.019,-0.084,-0.075,-0.051,0.022
2024/01/01 13:40:00,-0.025,-0.004,-0.048,-0.099,-0.094,-0.091,0.043
2024/01/01 13:41:00,-0.072,0.020,-0.079,-0.057,-0.064,-0.211,0.063
2024/01/01 13:42:00,-0.113,0.047,-0.082,0.013,0.026,-0.291,0.063
2024/01/01 13:43:00,-0.097,0.047,-0.009,0.046,-0.014,-0.341,0.023
2024/01/01 13:44:00,-0.083,0.031,0.089,0.046,-0.044,-0.341,-0.037
2024/01/01 13:45:00,-0.066,-0.003,0.192,0.030,-0.034,-0.320,-0.067
2024/01/01 13:46:00,-0.055,0.003,0.238,0.057,0.046,-0.210,-0.067
2024/01/01 13:47:00,-0.039,0.030,0.207,0.093,-0.004,-0.200,-0.037
2024/01/01 13:48:00,-0.022,0.063,0.101,0.111,-0.064,-0.170,0.013
2024/01/01 13:49:00,-0.023,0.060,-0.040,0.126,-0.083,-0.060,0.043
2024/01/01 13:50:00,-0.019,0.017,-0.174,0.135,-0.003,0.050,0.023
2024/01/01 13:51:00,-0.017,-0.054,-0.290,0.110,0.087,0.050,-0.037
2024/01/01 13:52:00,-0.004,-0.118,-0.336,0.058,0.057,0.100,-0.036
2024/01/01 13:53:00,-0.008,-0.128,-0.284,0.015,0.027,0.120,-0.016
2024/01/01 13:54:00,0.009,-0.094,-0.153,0.009,0.047,0.220,0.034
2024/01/01 13:55:00,0.022,-0.013,0.011,0.033,0.118,0.260,0.034
2024/01/01 13:56:00,0.030,0.088,0.139,0.030,0.118,0.281,0.014
2024/01/01 13:57:00,0.028,0.139,0.194,-0.022,-0.042,0.241,-0.006
2024/01/01 13:58:00,-0.004,0.105,0.178,-0.080,-0.102,0.211,-0.006
2024/01/01 13:59:00,-0.021,0.010,0.102,-0.111,-0.112,0.181,-0.006
2024/01/01 14:00:00,-0.038,-0.091,0.041,-0.096,-0.031,0.051,-0.006
2024/01/01 14:01:00,-0.052,-0.146,-0.035,-0.066,-0.071,-0.009,-0.016
2024/01/01 14:02:00,-0.075,-0.146,-0.084,-0.038,-0.101,-0.009,-0.016
2024/01/01 14:03:00,-0.107,-0.101,-0.054,-0.029,-0.091,-0.009,0.024
2024/01/01 14:04:00,-0.088,-0.019,0.016,-0.017,0.049,0.012,0.025
2024/01/01 14:05:00,-0.075,0.023,0.055,-0.027,0.120,0.032,0.035
2024/01/01 14:06:00,-0.052,0.032,0.067,-0.063,0.100,0.002,0.035
2024/01/01 14:07:00,-0.036,0.005,0.061,-0.051,0.060,-0.068,0.065
2024/01/01 14:08:00,-0.008,-0.026,0.030,-0.006,0.040,-0.078,0.025
2024/01/01 14:09:00,0.008,-0.042,0.003,0.068,0.080,-0.098,-0.015
2024/01/01 14:10:00,0.006,-0.066,-0.016,0.049,0.071,-0.147,-0.005
2024/01/01 14:11:00,-0.003,-0.082,-0.013,0.010,0.041,-0.157,0.025
2024/01/01 14:12:00,-0.011,-0.064,0.027,-0.030,0.041,-0.147,-0.005
2024/01/01 14:13:00,-0.004,-0.030,0.054,-0.024,0.041,-0.117,-0.025
2024/01/01 14:14:00,0.002,0.009,0.032,-0.036,0.041,-0.147,-0.065
2024/01/01 14:15:00,0.024,0.058,0.005,-0.054,-0.028,-0.117,-0.085
2024/01/01 14:16:00,0.055,0.103,-0.038,-0.024,-0.098,-0.126,-0.085
2024/01/01 14:17:00,0.107,0.103,-0.081,-0.006,-0.148,-0.096,-0.025
2024/01/01 14:18:00,0.129,0.067,-0.121,0.010,-0.138,-0.116,0.065
2024/01/01 14:19:00,0.135,0.009,-0.124,-0.015,-0.098,-0.076,0.025
2024/01/01 14:20:00,0.111,-0.049,-0.090,0.004,-0.048,-0.036,-0.015
2024/01/01 14:21:00,0.077,-0.080,-0.063,0.031,0.052,0.075,-0.005
2024/01/01 14:22:00,0.013,-0.068,-0.014,0.065,0.093,0.185,0.035
2024/01/01 14:23:00,-0.060,0.003,0.031,0.050,0.093,0.185,0.005
2024/01/01 14:24:00,-0.121,0.115,0.071,0.035,0.073,0.235,-0.025
2024/01/01 14:25:00,-0.173,0.198,0.083,0.041,0.073,0.245,-0.035
2024/01/01 14:26:00,-0.179,0.195,0.092,0.048,0.063,0.226,-0.035
2024/01/01 14:27:00,-0.167,0.122,0.092,0.045,0.033,0.206,0.015
2024/01/01 14:28:00,-0.113,-0.025,0.061,0.012,0.013,0.126,0.015
2024/01/01 14:29:00,-0.046,-0.149,0.012,-0.009,-0.027,0.056,-0.036
2024/01/01 14:30:00,-0.004,-0.180,-0.039,-0.040,-0.017,-0.033,-0.046
2024/01/01 14:31:00,0.041,-0.134,-0.061,-0.064,0.043,-0.053,0.014
2024/01/01 14:32:00,0.056,-0.039,-0.082,-0.097,0.053,-0.073,0.064
2024/01/01 14:33:00,0.055,0.083,-0.101,-0.100,0.013,-0.073,0.064
2024/01/01 14:34:00,0.033,0.141,-0.067,-0.112,-0.027,-0.113,0.034
2024/01/01 14:35:00,0.002,0.102,0.015,-0.081,0.013,-0.122,-0.006
2024/01/01 14:36:00,-0.030,0.013,0.085,-0.080,0.003,-0.112,-0.026
2024/01/01 14:37:00,-0.040,-0.056,0.122,-0.074,-0.007,-0.142,-0.017
2024/01/01 14:38:00,-0.032,-0.065,0.131,-0.022,-0.087,-0.152,0.073
2024/01/01 14:39:00,-0.005,-0.031,0.119,-0.012,-0.127,-0.091,0.073
2024/01/01 14:40:00,0.024,0.042,0.067,0.003,-0.127,-0.071,0.003
2024/01/01 14:41:00,0.054,0.106,0.000,0.031,-0.067,0.049,-0.037
2024/01/01 14:42:00,0.086,0.137,-0.058,0.083,-0.007,0.079,-0.038
2024/01/01 14:43:00,0.116,0.113,-0.097,0.108,-0.037,0.039,-0.028
2024/01/01 14:44:00,0.133,0.031,-0.113,0.121,-0.037,0.060,-0.038
2024/01/01 14:45:00,0.119,-0.066,-0.113,0.100,-0.037,0.070,-0.048
2024/01/01 14:46:00,0.091,-0.142,-0.088,0.091,-0.087,0.060,-0.028
2024/01/01 14:47:00,0.065,-0.136,-0.036,0.082,-0.097,0.060,0.021
2024/01/01 14:48:00,0.049,-0.087,0.019,0.062,-0.068,0.060,0.061
2024/01/01 14:49:00,0.014,0.002,0.074,0.053,-0.018,0.090,0.061
2024/01/01 14:50:00,0.001,0.081,0.113,0.044,0.032,0.081,0.031
2024/01/01 14:51:00,0.002,0.088,0.113,0.002,0.092,0.111,0.000
2024/01/01 14:52:00,0.004,0.036,0.092,0.005,0.102,0.081,0.000
2024/01/01 14:53:00,-0.012,-0.037,0.062,0.006,0.032,0.061,0.030
2024/01/01 14:54:00,-0.029,-0.091,-0.015,0.012,-0.038,0.021,0.070
2024/01/01 14:55:00,-0.033,-0.085,-0.085,0.013,-0.069,-0.029,0.109
2024/01/01 14:56:00,-0.043,-0.057,-0.121,-0.002,-0.019,-0.068,0.079
2024/01/01 14:57:00,-0.054,-0.005,-0.124,0.011,0.031,-0.118,-0.021
2024/01/01 14:58:00,-0.058,0.019,-0.094,0.002,0.091,-0.158,-0.071
2024/01/01 14:59:00,-0.062,0.001,-0.017,-0.019,0.151,-0.168,-0.082
2024/01/01 15:00:00,-0.054,-0.026,0.059,-0.022,0.230,-0.168,-0.072
2024/01/01 15:01:00,-0.040,-0.047,0.077,0.015,0.300,-0.108,-0.092
2024/01/01 15:02:00,-0.032,-0.050,0.077,0.043,0.230,-0.068,-0.072
2024/01/01 15:03:00,-0.006,-0.032,0.053,0.013,0.110,-0.048,-0.013
2024/01/01 15:04:00,0.027,-0.035,0.010,-0.026,0.000,-0.068,-0.043
2024/01/01 15:05:00,0.044,-0.044,-0.017,-0.075,-0.040,-0.057,-0.063
2024/01/01 15:06:00,0.052,-0.065,-0.026,-0.093,-0.041,-0.067,-0.034
2024/01/01 15:07:00,0.079,-0.068,0.004,-0.117,-0.001,-0.057,0.056
2024/01/01 15:08:00,0.096,-0.019,0.041,-0.128,-0.051,-0.067,0.076
2024/01/01 15:09:00,0.080,0.039,0.056,-0.101,-0.061,-0.027,0.066
2024/01/01 15:10:00,0.037,0.091,0.075,-0.079,-0.092,0.013,0.015
2024/01/01 15:11:00,-0.001,0.090,0.062,-0.036,-0.102,0.023,-0.025
2024/01/01 15:12:00,-0.010,0.060,-0.011,-0.039,-0.092,0.113,-0.035
2024/01/01 15:13:00,-0.054,-0.007,-0.056,-0.054,-0.112,0.163,-0.025
2024/01/01 15:14:00,-0.079,-0.068,-0.090,-0.041,-0.112,0.153,-0.026
2024/01/01 15:15:00,-0.085,-0.087,-0.118,-0.023,-0.093,0.143,-0.016
2024/01/01 15:16:00,-0.052,-0.047,-0.105,0.041,-0.093,0.143,-0.026
2024/01/01 15:17:00,-0.040,0.014,-0.029,0.078,-0.073,0.153,-0.026
2024/01/01 15:18:00,-0.013,0.078,0.059,0.081,-0.063,0.113,0.003
2024/01/01 15:19:00,0.011,0.111,0.126,0.069,-0.063,0.103,0.053
2024/01/01 15:20:00,0.020,0.092,0.150,0.030,-0.054,0.152,0.053
2024/01/01 15:21:00,0.010,0.043,0.129,0.030,-0.044,0.112,0.013
2024/01/01 15:22:00,-0.002,-0.003,0.059,0.012,-0.034,0.102,-0.008
2024/01/01 15:23:00,-0.002,0.000,-0.036,0.009,-0.004,0.052,0.002
2024/01/01 15:24:00,0.004,0.021,-0.109,0.024,0.056,-0.028,0.022
2024/01/01 15:25:00,0.001,0.048,-0.152,0.003,0.056,-0.048,0.032
2024/01/01 15:26:00,0.010,0.060,-0.161,0.003,0.045,-0.088,0.011
2024/01/01 15:27:00,0.038,0.038,-0.085,-0.043,0.055,-0.138,0.011
2024/01/01 15:28:00,0.054,0.014,0.012,-0.040,0.075,-0.108,-0.009
2024/01/01 15:29:00,0.060,0.001,0.085,-0.040,0.155,-0.089,-0.019
2024/01/01 15:30:00,0.064,0.025,0.109,0.021,0.145,-0.069,-0.019
2024/01/01 15:31:00,0.046,0.061,0.103,0.043,0.075,-0.059,0.010
2024/01/01 15:32:00,0.022,0.085,0.044,0.058,-0.036,-0.049,0.000
2024/01/01 15:33:00,-0.008,0.078,-0.014,0.100,-0.106,-0.079,-0.030
2024/01/01 15:34:00,-0.029,0.044,-0.060,0.082,-0.096,-0.039,-0.060
