Time (JST),Kashiwazaki (m),Mikuni (m),Oga (m),Okushiri (m),Tobishima (m)
2024/01/01 09:07:00,-0.029,0.003,0.038,-0.001,-0.018
2024/01/01 09:07:30,-0.032,-0.013,0.018,0.002,-0.017
2024/01/01 09:08:00,-0.036,-0.004,0.006,-0.001,0.022
2024/01/01 09:08:30,-0.031,0.027,-0.024,-0.005,0.030
2024/01/01 09:09:00,-0.037,0.015,0.033,0.002,0.066
2024/01/01 09:09:30,-0.029,-0.013,0.009,0.004,0.024
2024/01/01 09:10:00,-0.026,-0.002,-0.033,0.002,0.011
2024/01/01 09:10:30,-0.034,0.012,0.016,0.001,-0.022
2024/01/01 09:11:00,-0.010,-0.003,-0.017,0.000,-0.037
2024/01/01 09:11:30,0.001,-0.009,-0.023,-0.012,-0.065
2024/01/01 09:12:00,-0.009,0.015,-0.001,-0.014,-0.046
2024/01/01 09:12:30,0.004,-0.004,0.016,-0.005,-0.026
2024/01/01 09:13:00,0.016,-0.016,0.016,0.003,0.021
2024/01/01 09:13:30,0.002,-0.026,-0.031,0.012,0.043
2024/01/01 09:14:00,-0.002,0.009,-0.063,0.007,0.064
2024/01/01 09:14:30,-0.004,-0.007,0.068,-0.003,0.020
2024/01/01 09:15:00,-0.006,-0.007,0.056,-0.008,0.007
2024/01/01 09:15:30,-0.009,-0.006,0.036,-0.005,-0.015
2024/01/01 09:16:00,-0.021,0.008,-0.037,0.001,-0.012
2024/01/01 09:16:30,-0.009,-0.024,-0.025,0.003,-0.014
2024/01/01 09:17:00,-0.011,-0.033,-0.032,0.006,-0.033
2024/01/01 09:17:30,-0.009,-0.013,0.076,0.006,-0.033
2024/01/01 09:18:00,-0.001,-0.008,0.047,0.001,-0.036
2024/01/01 09:18:30,0.007,-0.011,0.051,-0.004,-0.004
2024/01/01 09:19:00,0.010,-0.035,-0.010,0.006,0.036
2024/01/01 09:19:30,0.012,-0.003,-0.043,0.009,0.021
2024/01/01 09:20:00,0.010,0.016,-0.020,0.001,-0.001
2024/01/01 09:20:30,0.024,-0.044,-0.009,-0.008,-0.035
2024/01/01 09:21:00,0.014,-0.026,-0.023,-0.010,-0.017
2024/01/01 09:21:30,0.000,-0.020,0.036,-0.002,0.016
2024/01/01 09:22:00,0.014,-0.002,-0.007,0.009,0.057
2024/01/01 09:22:30,0.021,-0.017,0.047,0.010,0.054
2024/01/01 09:23:00,0.016,-0.035,0.008,0.004,-0.008
2024/01/01 09:23:30,0.007,-0.013,-0.004,-0.002,-0.079
2024/01/01 09:24:00,0.019,-0.001,0.000,-0.011,-0.091
2024/01/01 09:24:30,0.016,-0.032,-0.058,-0.014,-0.045
2024/01/01 09:25:00,0.016,-0.020,-0.017,-0.005,0.034
2024/01/01 09:25:30,0.019,0.005,-0.014,0.008,0.075
2024/01/01 09:26:00,0.029,-0.031,0.026,0.010,0.060
2024/01/01 09:26:30,0.012,-0.023,0.011,-0.001,0.046
2024/01/01 09:27:00,0.020,-0.018,0.018,-0.007,-0.018
2024/01/01 09:27:30,0.021,-0.009,-0.029,-0.012,-0.085
2024/01/01 09:28:00,0.012,-0.003,-0.029,-0.008,-0.057
2024/01/01 09:28:30,0.012,0.000,-0.045,0.002,-0.007
2024/01/01 09:29:00,0.019,-0.007,-0.043,0.006,0.017
2024/01/01 09:29:30,0.011,0.020,0.000,0.010,0.052
2024/01/01 09:30:00,0.022,0.008,0.043,0.007,0.066
2024/01/01 09:30:30,0.010,-0.008,0.029,0.002,0.010
2024/01/01 09:31:00,0.004,0.004,0.018,-0.008,-0.049
2024/01/01 09:31:30,0.012,-0.016,-0.042,-0.012,-0.055
2024/01/01 09:32:00,0.003,-0.015,-0.003,-0.004,-0.038
2024/01/01 09:32:30,0.005,0.021,0.047,0.004,0.026
2024/01/01 09:33:00,0.001,0.025,-0.010,0.004,0.054
2024/01/01 09:33:30,0.010,-0.011,-0.047,0.007,0.073
2024/01/01 09:34:00,0.007,0.000,0.001,0.008,0.011
2024/01/01 09:34:30,0.013,0.031,-0.030,-0.002,-0.042
2024/01/01 09:35:00,0.016,0.013,0.036,-0.012,-0.040
2024/01/01 09:35:30,0.023,0.023,0.029,-0.008,-0.037
2024/01/01 09:36:00,0.010,0.020,0.009,0.001,-0.016
2024/01/01 09:36:30,0.024,0.000,0.017,0.008,0.013
2024/01/01 09:37:00,0.019,-0.005,-0.053,0.005,0.016
2024/01/01 09:37:30,0.014,0.027,0.025,-0.001,0.041
2024/01/01 09:38:00,0.001,-0.022,-0.064,-0.001,0.035
2024/01/01 09:38:30,-0.009,0.011,-0.034,-0.003,0.038
2024/01/01 09:39:00,0.004,0.016,0.033,-0.012,-0.004
2024/01/01 09:39:30,0.006,0.003,0.013,-0.006,-0.021
2024/01/01 09:40:00,-0.007,0.004,-0.004,0.001,-0.048
2024/01/01 09:40:30,-0.020,0.007,-0.045,0.001,-0.052
2024/01/01 09:41:00,-0.013,-0.013,0.013,-0.006,-0.015
2024/01/01 09:41:30,-0.001,0.001,0.030,-0.003,0.038
2024/01/01 09:42:00,-0.010,0.018,-0.033,-0.003,0.048
2024/01/01 09:42:30,-0.004,0.018,0.003,0.000,0.063
2024/01/01 09:43:00,-0.027,0.019,-0.008,0.010,0.034
2024/01/01 09:43:30,-0.024,0.009,-0.001,0.012,-0.020
2024/01/01 09:44:00,-0.015,0.012,0.039,-0.002,-0.041
2024/01/01 09:44:30,-0.022,0.000,-0.001,-0.005,-0.041
2024/01/01 09:45:00,-0.004,0.005,-0.020,0.005,0.000
2024/01/01 09:45:30,-0.017,0.013,0.034,0.009,0.010
2024/01/01 09:46:00,-0.017,-0.001,0.041,0.004,0.037
2024/01/01 09:46:30,-0.010,0.006,0.041,-0.002,0.061
2024/01/01 09:47:00,-0.008,0.011,-0.031,-0.003,0.040
2024/01/01 09:47:30,-0.016,0.019,-0.041,-0.004,0.011
2024/01/01 09:48:00,-0.018,0.000,-0.024,-0.001,-0.023
2024/01/01 09:48:30,-0.010,0.005,0.052,0.004,-0.038
2024/01/01 09:49:00,-0.023,0.004,0.038,0.009,-0.034
2024/01/01 09:49:30,-0.028,0.025,-0.005,0.011,-0.043
2024/01/01 09:50:00,0.003,0.002,0.020,0.006,-0.003
2024/01/01 09:50:30,-0.010,-0.003,0.020,-0.006,0.042
2024/01/01 09:51:00,-0.002,-0.002,-0.002,-0.005,0.041
2024/01/01 09:51:30,-0.009,0.002,0.007,0.002,0.006
2024/01/01 09:52:00,0.001,0.006,-0.017,0.006,-0.015
2024/01/01 09:52:30,0.000,0.012,0.024,0.005,-0.029
2024/01/01 09:53:00,0.002,0.009,-0.055,0.000,-0.010
2024/01/01 09:53:30,0.000,0.024,-0.010,-0.007,-0.025
2024/01/01 09:54:00,-0.010,-0.005,-0.025,-0.006,0.026
2024/01/01 09:54:30,-0.006,0.029,0.008,-0.005,0.019
2024/01/01 09:55:00,0.004,0.024,0.044,0.001,0.013
2024/01/01 09:55:30,-0.011,-0.008,-0.002,0.003,-0.012
2024/01/01 09:56:00,-0.008,0.003,0.017,0.006,-0.024
2024/01/01 09:56:30,-0.010,0.004,-0.008,0.012,0.010
2024/01/01 09:57:00,-0.006,0.018,-0.004,0.002,0.000
2024/01/01 09:57:30,-0.007,-0.008,-0.020,-0.009,0.003
2024/01/01 09:58:00,-0.013,-0.021,-0.048,-0.002,-0.032
2024/01/01 09:58:30,0.002,0.027,0.007,0.000,-0.037
2024/01/01 09:59:00,0.001,0.014,0.015,0.002,-0.022
2024/01/01 09:59:30,-0.011,0.003,0.086,-0.001,0.012
2024/01/01 10:00:00,-0.010,0.009,0.020,-0.002,0.020
2024/01/01 10:00:30,0.001,0.004,-0.057,0.001,0.036
2024/01/01 10:01:00,-0.007,-0.004,-0.050,0.001,-0.006
2024/01/01 10:01:30,-0.003,-0.020,-0.009,0.001,-0.014
2024/01/01 10:02:00,0.003,0.008,0.074,0.001,-0.047
2024/01/01 10:02:30,-0.002,-0.009,0.040,0.000,0.007
2024/01/01 10:03:00,0.001,-0.003,-0.029,0.000,0.011
2024/01/01 10:03:30,0.007,-0.011,-0.077,0.000,0.012
2024/01/01 10:04:00,0.016,0.012,-0.031,0.005,-0.020
2024/01/01 10:04:30,0.017,-0.004,0.033,0.005,-0.021
2024/01/01 10:05:00,-0.007,-0.001,0.042,0.001,-0.014
2024/01/01 10:05:30,0.003,0.002,0.012,-0.003,-0.016
2024/01/01 10:06:00,0.005,-0.001,-0.040,-0.011,-0.007
2024/01/01 10:06:30,0.027,-0.012,-0.013,-0.012,0.009
2024/01/01 10:07:00,0.008,-0.023,0.011,-0.002,-0.003
2024/01/01 10:07:30,0.016,0.001,0.027,0.002,0.005
2024/01/01 10:08:00,0.012,-0.007,0.038,0.002,0.042
2024/01/01 10:08:30,0.002,-0.012,-0.057,0.001,0.020
2024/01/01 10:09:00,-0.001,-0.028,0.013,-0.003,0.047
2024/01/01 10:09:30,0.017,-0.008,0.030,-0.004,-0.005
2024/01/01 10:10:00,-0.005,0.006,0.077,-0.004,-0.044
2024/01/01 10:10:30,0.014,-0.019,0.018,-0.003,-0.085
2024/01/01 10:11:00,0.006,-0.032,-0.010,0.000,-0.049
2024/01/01 10:11:30,0.009,-0.018,-0.039,0.000,-0.008
2024/01/01 10:12:00,0.006,-0.028,-0.031,-0.005,0.017
2024/01/01 10:12:30,0.006,-0.005,0.008,-0.005,0.044
2024/01/01 10:13:00,0.008,0.007,-0.003,0.002,0.047
2024/01/01 10:13:30,-0.010,-0.018,-0.034,0.000,0.042
2024/01/01 10:14:00,0.009,-0.016,0.060,-0.001,0.039
2024/01/01 10:14:30,0.012,-0.005,0.020,0.000,0.006
2024/01/01 10:15:00,-0.001,-0.006,-0.015,-0.005,-0.010
2024/01/01 10:15:30,-0.001,0.001,-0.081,-0.010,-0.061
2024/01/01 10:16:00,0.000,-0.013,-0.004,-0.003,-0.055
2024/01/01 10:16:30,0.000,-0.023,-0.006,0.003,-0.029
2024/01/01 10:17:00,-0.001,0.002,-0.017,0.004,0.015
2024/01/01 10:17:30,0.001,0.001,-0.013,0.003,0.056
2024/01/01 10:18:00,-0.005,-0.004,0.009,0.002,0.041
2024/01/01 10:18:30,0.003,0.009,-0.001,0.004,0.010
2024/01/01 10:19:00,0.001,-0.018,-0.026,0.005,-0.035
2024/01/01 10:19:30,-0.014,-0.003,-0.030,0.002,-0.043
2024/01/01 10:20:00,0.002,0.005,0.016,0.002,-0.020
2024/01/01 10:20:30,-0.016,-0.017,-0.015,0.004,0.012
2024/01/01 10:21:00,-0.018,0.002,0.017,0.003,0.031
2024/01/01 10:21:30,0.002,-0.008,-0.039,0.007,0.048
2024/01/01 10:22:00,-0.004,-0.021,-0.026,0.008,0.015
2024/01/01 10:22:30,-0.005,0.012,-0.013,0.004,-0.005
2024/01/01 10:23:00,0.009,0.007,0.045,-0.003,-0.021
2024/01/01 10:23:30,0.000,-0.009,0.015,-0.002,-0.006
2024/01/01 10:24:00,-0.012,0.000,0.044,0.005,0.017
2024/01/01 10:24:30,-0.012,0.017,0.016,0.006,0.007
2024/01/01 10:25:00,-0.003,-0.010,-0.028,0.007,-0.016
2024/01/01 10:25:30,-0.015,-0.015,-0.037,0.002,-0.039
2024/01/01 10:26:00,-0.009,-0.003,-0.001,-0.001,-0.047
2024/01/01 10:26:30,-0.008,-0.007,0.077,-0.001,-0.023
2024/01/01 10:27:00,0.011,0.016,0.033,-0.004,0.015
2024/01/01 10:27:30,-0.003,0.007,-0.011,-0.002,0.066
2024/01/01 10:28:00,-0.012,0.011,-0.029,0.003,0.076
2024/01/01 10:28:30,0.012,-0.026,-0.012,0.005,0.033
2024/01/01 10:29:00,0.000,0.005,0.042,0.001,-0.011
2024/01/01 10:29:30,-0.008,-0.007,0.028,-0.007,-0.033
2024/01/01 10:30:00,0.014,-0.001,-0.047,-0.012,-0.048
2024/01/01 10:30:30,0.002,-0.012,-0.006,-0.011,-0.025
2024/01/01 10:31:00,0.013,0.000,-0.014,-0.001,0.006
2024/01/01 10:31:30,0.009,0.015,0.038,0.006,0.011
2024/01/01 10:32:00,0.006,0.022,-0.035,0.005,0.003
2024/01/01 10:32:30,0.008,0.001,0.037,-0.001,0.003
2024/01/01 10:33:00,0.004,0.000,0.057,-0.009,0.009
2024/01/01 10:33:30,0.002,0.006,-0.033,-0.007,0.031
2024/01/01 10:34:00,0.002,0.020,-0.008,-0.006,0.024
2024/01/01 10:34:30,0.009,-0.006,-0.070,-0.003,0.035
2024/01/01 10:35:00,0.018,0.019,-0.020,0.009,0.056
2024/01/01 10:35:30,-0.001,0.018,0.016,0.017,0.000
2024/01/01 10:36:00,0.012,-0.001,-0.010,0.007,-0.053
2024/01/01 10:36:30,0.010,0.015,0.021,-0.007,-0.087
2024/01/01 10:37:00,0.018,0.002,0.008,-0.017,-0.084
2024/01/01 10:37:30,0.019,0.023,-0.034,-0.011,-0.051
2024/01/01 10:38:00,0.017,-0.016,-0.011,0.000,0.024
2024/01/01 10:38:30,0.032,0.001,-0.038,0.010,0.096
2024/01/01 10:39:00,0.013,0.008,0.017,0.008,0.134
2024/01/01 10:39:30,0.030,0.003,0.017,-0.002,0.068
2024/01/01 10:40:00,0.020,-0.001,-0.010,-0.007,0.001
2024/01/01 10:40:30,0.015,-0.001,0.010,-0.014,-0.059
2024/01/01 10:41:00,-0.006,-0.002,0.018,-0.004,-0.073
2024/01/01 10:41:30,-0.001,-0.001,0.037,0.005,-0.063
2024/01/01 10:42:00,-0.003,0.027,0.008,0.006,0.005
2024/01/01 10:42:30,-0.001,0.013,-0.022,-0.001,0.040
2024/01/01 10:43:00,0.000,0.008,-0.037,-0.006,0.019
2024/01/01 10:43:30,-0.017,0.005,0.009,-0.004,-0.011
2024/01/01 10:44:00,-0.008,0.012,0.045,-0.004,-0.008
2024/01/01 10:44:30,-0.010,0.013,0.038,-0.002,-0.009
2024/01/01 10:45:00,-0.001,0.015,0.026,0.007,0.022
2024/01/01 10:45:30,-0.016,0.001,-0.010,0.011,-0.011
2024/01/01 10:46:00,0.004,-0.003,0.002,0.005,0.008
2024/01/01 10:46:30,-0.015,0.006,-0.030,0.000,-0.010
2024/01/01 10:47:00,-0.023,0.005,-0.063,-0.005,0.009
2024/01/01 10:47:30,-0.006,0.010,0.037,-0.009,0.006
2024/01/01 10:48:00,-0.009,-0.012,-0.019,-0.002,0.009
2024/01/01 10:48:30,-0.016,0.006,0.011,0.006,-0.021
2024/01/01 10:49:00,-0.004,0.008,-0.002,0.006,-0.013
2024/01/01 10:49:30,0.004,0.012,-0.007,0.003,0.019
2024/01/01 10:50:00,0.001,-0.013,-0.012,0.000,0.044
2024/01/01 10:50:30,-0.004,-0.009,0.005,0.000,0.025
2024/01/01 10:51:00,0.003,0.023,0.019,-0.001,-0.030
2024/01/01 10:51:30,-0.008,0.019,-0.018,0.002,-0.047
2024/01/01 10:52:00,-0.010,0.009,0.007,0.002,-0.055
2024/01/01 10:52:30,-0.014,0.000,0.024,0.005,-0.029
2024/01/01 10:53:00,-0.007,0.015,-0.015,0.001,0.020
2024/01/01 10:53:30,-0.016,0.003,-0.050,-0.004,0.052
2024/01/01 10:54:00,-0.006,-0.001,0.022,-0.003,0.029
2024/01/01 10:54:30,-0.015,-0.003,0.005,-0.001,-0.018
2024/01/01 10:55:00,-0.018,0.001,0.074,0.006,-0.055
2024/01/01 10:55:30,-0.022,-0.012,-0.004,0.007,-0.034
2024/01/01 10:56:00,-0.012,-0.007,-0.008,0.002,-0.020
2024/01/01 10:56:30,-0.010,-0.013,0.013,0.000,0.037
2024/01/01 10:57:00,-0.021,-0.002,-0.015,-0.001,0.058
2024/01/01 10:57:30,-0.010,-0.010,-0.037,-0.004,0.050
2024/01/01 10:58:00,-0.012,-0.007,0.043,-0.002,-0.010
2024/01/01 10:58:30,-0.002,-0.006,-0.012,0.003,-0.051
2024/01/01 10:59:00,-0.017,0.010,0.025,0.002,-0.055
2024/01/01 10:59:30,-0.015,0.004,0.005,-0.001,-0.039
2024/01/01 11:00:00,-0.011,0.009,-0.029,0.001,-0.020
2024/01/01 11:00:30,-0.021,0.004,-0.025,0.001,0.002
2024/01/01 11:01:00,-0.022,0.000,0.047,-0.004,0.036
2024/01/01 11:01:30,-0.006,0.011,-0.022,0.003,0.026
2024/01/01 11:02:00,-0.005,-0.010,0.019,0.008,0.043
2024/01/01 11:02:30,-0.003,-0.005,-0.032,0.005,0.020
2024/01/01 11:03:00,-0.014,-0.026,0.005,0.001,-0.021
2024/01/01 11:03:30,-0.016,-0.008,0.054,-0.002,-0.023
2024/01/01 11:04:00,0.015,-0.005,-0.013,-0.003,-0.065
2024/01/01 11:04:30,-0.011,-0.014,0.001,-0.001,-0.026
2024/01/01 11:05:00,-0.002,-0.002,-0.020,0.006,-0.020
2024/01/01 11:05:30,0.014,-0.015,0.004,0.008,0.028
2024/01/01 11:06:00,0.008,-0.003,0.036,0.005,0.064
2024/01/01 11:06:30,0.021,0.007,-0.052,-0.001,0.049
2024/01/01 11:07:00,0.017,-0.010,0.046,-0.001,0.024
2024/01/01 11:07:30,0.015,-0.030,-0.009,0.005,-0.019
2024/01/01 11:08:00,0.028,0.007,-0.010,0.008,-0.041
2024/01/01 11:08:30,0.027,-0.014,-0.052,0.005,-0.044
2024/01/01 11:09:00,0.017,-0.031,0.002,-0.002,-0.004
2024/01/01 11:09:30,0.030,0.004,0.062,-0.006,0.043
2024/01/01 11:10:00,0.016,0.018,-0.022,-0.002,0.038
2024/01/01 11:10:30,0.019,-0.026,0.018,0.000,0.004
2024/01/01 11:11:00,0.006,-0.018,-0.072,-0.005,-0.028
2024/01/01 11:11:30,0.021,-0.005,-0.026,-0.001,-0.047
2024/01/01 11:12:00,0.024,-0.015,0.035,0.006,-0.048
2024/01/01 11:12:30,0.015,-0.012,0.012,0.003,-0.012
2024/01/01 11:13:00,0.023,-0.021,0.000,-0.003,0.045
2024/01/01 11:13:30,0.026,0.028,-0.030,-0.005,0.088
2024/01/01 11:14:00,0.016,-0.010,0.002,-0.008,0.050
2024/01/01 11:14:30,0.022,-0.004,-0.027,-0.006,0.023
2024/01/01 11:15:00,0.012,-0.002,-0.012,0.003,-0.026
2024/01/01 11:15:30,0.015,-0.006,0.009,0.010,-0.061
2024/01/01 11:16:00,0.001,-0.036,0.014,0.007,-0.050
2024/01/01 11:16:30,0.002,-0.002,-0.018,0.000,-0.023
2024/01/01 11:17:00,0.007,-0.004,-0.013,-0.007,-0.003
2024/01/01 11:17:30,0.002,0.008,0.003,-0.012,-0.007
2024/01/01 11:18:00,-0.013,0.008,0.047,-0.010,0.036
2024/01/01 11:18:30,-0.004,-0.011,0.035,-0.002,0.048
2024/01/01 11:19:00,-0.013,0.029,0.040,0.004,0.059
2024/01/01 11:19:30,-0.013,0.004,0.016,0.005,0.001
2024/01/01 11:20:00,-0.016,-0.005,-0.030,0.000,-0.042
2024/01/01 11:20:30,-0.005,0.015,-0.031,-0.013,-0.088
2024/01/01 11:21:00,-0.002,0.016,0.004,-0.022,-0.052
2024/01/01 11:21:30,-0.013,0.016,0.043,-0.010,0.005
2024/01/01 11:22:00,0.002,0.021,0.037,0.002,0.080
2024/01/01 11:22:30,-0.001,0.010,0.008,0.006,0.092
2024/01/01 11:23:00,-0.007,-0.001,-0.030,-0.002,0.036
2024/01/01 11:23:30,0.002,0.003,-0.044,-0.010,-0.018
2024/01/01 11:24:00,0.001,0.018,0.001,-0.010,-0.057
2024/01/01 11:24:30,-0.012,0.006,0.065,-0.003,-0.053
2024/01/01 11:25:00,-0.007,-0.001,-0.015,0.006,-0.020
2024/01/01 11:25:30,0.006,0.016,0.020,0.006,0.012
2024/01/01 11:26:00,-0.014,0.012,-0.035,-0.001,0.038
2024/01/01 11:26:30,-0.016,0.003,-0.018,-0.004,0.049
2024/01/01 11:27:00,-0.011,-0.004,0.024,0.000,0.023
2024/01/01 11:27:30,-0.019,-0.004,-0.039,-0.003,-0.019
2024/01/01 11:28:00,-0.012,-0.005,0.010,-0.004,-0.023
2024/01/01 11:28:30,-0.012,-0.006,-0.034,0.003,-0.042
2024/01/01 11:29:00,-0.010,0.003,-0.034,0.003,0.008
2024/01/01 11:29:30,-0.008,-0.006,0.000,0.001,0.045
2024/01/01 11:30:00,-0.022,0.004,0.016,0.002,0.067
2024/01/01 11:30:30,-0.022,0.010,0.079,0.003,0.015
2024/01/01 11:31:00,-0.003,0.007,-0.065,-0.001,-0.037
2024/01/01 11:31:30,-0.009,-0.003,-0.036,0.002,-0.092
2024/01/01 11:32:00,0.001,-0.024,-0.036,0.004,-0.052
2024/01/01 11:32:30,-0.004,-0.012,0.034,0.003,-0.007
2024/01/01 11:33:00,0.007,0.009,0.025,0.001,0.052
2024/01/01 11:33:30,-0.016,0.023,-0.047,0.001,0.094
2024/01/01 11:34:00,-0.001,-0.022,-0.015,0.002,0.056
2024/01/01 11:34:30,0.009,0.005,-0.006,-0.003,-0.006
2024/01/01 11:35:00,0.012,0.020,0.033,0.000,-0.031
2024/01/01 11:35:30,0.014,-0.002,-0.007,0.002,-0.060
2024/01/01 11:36:00,-0.001,-0.012,-0.031,0.006,-0.039
2024/01/01 11:36:30,0.010,-0.002,-0.003,0.014,0.008
2024/01/01 11:37:00,0.005,0.011,0.004,0.011,0.053
2024/01/01 11:37:30,0.001,0.016,0.044,0.003,0.033
2024/01/01 11:38:00,-0.010,0.003,-0.044,-0.002,-0.010
2024/01/01 11:38:30,-0.001,0.020,-0.043,-0.001,-0.027
2024/01/01 11:39:00,0.005,-0.007,-0.005,0.005,-0.018
2024/01/01 11:39:30,0.008,-0.008,0.061,0.013,-0.038
2024/01/01 11:40:00,0.004,-0.003,0.017,0.014,0.023
2024/01/01 11:40:30,0.011,-0.018,-0.014,0.001,0.031
2024/01/01 11:41:00,0.011,-0.004,0.011,-0.013,0.019
2024/01/01 11:41:30,0.005,-0.010,-0.012,-0.012,0.009
2024/01/01 11:42:00,0.000,0.000,-0.012,-0.003,-0.001
2024/01/01 11:42:30,0.004,-0.010,-0.018,0.005,-0.011
2024/01/01 11:43:00,0.006,-0.001,0.053,0.015,-0.025
2024/01/01 11:43:30,0.010,-0.016,0.010,0.010,-0.042
2024/01/01 11:44:00,-0.001,-0.010,0.018,-0.003,-0.025
2024/01/01 11:44:30,0.007,-0.007,-0.022,-0.013,-0.010
2024/01/01 11:45:00,0.005,-0.008,-0.009,-0.009,0.033
2024/01/01 11:45:30,-0.001,0.010,-0.007,-0.002,0.061
2024/01/01 11:46:00,0.004,0.008,0.012,0.003,0.044
2024/01/01 11:46:30,0.019,0.002,-0.041,0.006,-0.009
2024/01/01 11:47:00,0.027,0.018,0.020,0.004,-0.044
2024/01/01 11:47:30,-0.007,0.005,-0.007,-0.008,-0.062
2024/01/01 11:48:00,-0.006,0.013,0.032,-0.020,-0.027
2024/01/01 11:48:30,0.007,-0.008,0.026,-0.015,0.003
2024/01/01 11:49:00,0.019,-0.001,-0.042,-0.005,0.024
2024/01/01 11:49:30,0.024,-0.011,-0.032,0.008,-0.004
2024/01/01 11:50:00,0.007,0.003,0.057,0.014,0.016
2024/01/01 11:50:30,0.026,0.010,0.038,0.006,0.030
2024/01/01 11:51:00,0.028,0.025,0.034,-0.001,0.017
2024/01/01 11:51:30,0.019,0.019,-0.071,-0.005,0.006
2024/01/01 11:52:00,0.009,0.003,0.006,-0.003,-0.018
2024/01/01 11:52:30,0.005,-0.002,-0.023,-0.001,-0.032
2024/01/01 11:53:00,-0.007,-0.017,0.015,0.000,-0.052
2024/01/01 11:53:30,-0.015,-0.003,0.050,0.002,-0.025
2024/01/01 11:54:00,0.008,0.005,-0.012,0.004,0.021
2024/01/01 11:54:30,-0.010,0.000,-0.026,0.007,0.021
2024/01/01 11:55:00,-0.003,0.018,0.008,0.000,0.032
2024/01/01 11:55:30,-0.003,0.008,0.019,-0.007,0.004
2024/01/01 11:56:00,-0.023,0.015,0.031,-0.002,-0.009
2024/01/01 11:56:30,0.004,-0.003,-0.027,0.005,-0.025
2024/01/01 11:57:00,-0.006,0.000,0.048,0.007,-0.024
2024/01/01 11:57:30,-0.013,-0.011,0.011,0.004,0.016
2024/01/01 11:58:00,-0.019,0.002,-0.021,-0.002,0.033
2024/01/01 11:58:30,-0.017,0.001,0.005,-0.007,0.026
2024/01/01 11:59:00,-0.023,-0.007,0.051,-0.007,-0.003
2024/01/01 11:59:30,-0.009,0.005,-0.017,-0.003,-0.022
2024/01/01 12:00:00,-0.012,-0.014,-0.012,0.007,-0.032
2024/01/01 12:00:30,-0.009,-0.011,-0.006,0.007,-0.028
2024/01/01 12:01:00,-0.003,0.003,-0.042,0.003,0.000
2024/01/01 12:01:30,-0.005,-0.003,0.005,0.000,0.027
2024/01/01 12:02:00,0.010,-0.002,-0.017,-0.001,0.035
2024/01/01 12:02:30,-0.022,-0.005,0.039,-0.008,0.016
2024/01/01 12:03:00,-0.009,0.014,0.007,-0.011,0.006
2024/01/01 12:03:30,-0.002,0.002,0.006,-0.002,-0.007
2024/01/01 12:04:00,0.002,0.002,-0.010,0.007,-0.009
2024/01/01 12:04:30,-0.003,0.003,0.022,0.005,-0.014
2024/01/01 12:05:00,-0.029,0.011,0.034,0.000,0.000
2024/01/01 12:05:30,-0.012,-0.014,-0.023,-0.006,0.003
2024/01/01 12:06:00,-0.011,0.014,0.004,-0.010,-0.007
2024/01/01 12:06:30,-0.007,-0.015,0.034,-0.003,-0.009
2024/01/01 12:07:00,-0.005,0.010,-0.004,0.005,-0.008
2024/01/01 12:07:30,-0.011,0.005,-0.003,0.003,0.022
2024/01/01 12:08:00,-0.015,0.013,-0.003,0.002,0.007
2024/01/01 12:08:30,-0.005,0.017,-0.039,0.004,-0.001
2024/01/01 12:09:00,0.002,0.011,-0.004,0.001,-0.025
2024/01/01 12:09:30,-0.008,-0.011,0.023,-0.006,-0.004
2024/01/01 12:10:00,-0.005,-0.013,0.031,-0.004,0.003
2024/01/01 12:10:30,0.001,0.013,-0.031,0.002,0.042
2024/01/01 12:11:00,-0.002,-0.002,-0.008,0.008,0.054
2024/01/01 12:11:30,-0.002,-0.019,-0.035,0.007,0.013
2024/01/01 12:12:00,-0.008,-0.008,-0.018,0.003,-0.035
2024/01/01 12:12:30,-0.007,-0.011,-0.012,-0.004,-0.062
2024/01/01 12:13:00,0.005,-0.012,-0.003,-0.007,-0.046
2024/01/01 12:13:30,-0.012,-0.011,0.013,-0.003,-0.004
2024/01/01 12:14:00,0.005,0.009,-0.011,0.002,0.042
2024/01/01 12:14:30,0.001,-0.004,-0.011,0.005,0.040
2024/01/01 12:15:00,-0.018,-0.019,-0.026,0.002,0.015
2024/01/01 12:15:30,-0.006,0.000,-0.001,-0.005,-0.020
2024/01/01 12:16:00,-0.006,-0.010,-0.012,-0.007,-0.005
2024/01/01 12:16:30,-0.011,-0.016,-0.002,-0.002,-0.005
2024/01/01 12:17:00,-0.014,-0.006,-0.017,0.003,0.019
2024/01/01 12:17:30,-0.016,0.009,0.036,0.006,0.009
2024/01/01 12:18:00,-0.015,-0.002,-0.006,0.002,-0.013
2024/01/01 12:18:30,-0.003,-0.014,-0.014,-0.001,-0.041
2024/01/01 12:19:00,-0.015,-0.007,-0.027,-0.004,-0.030
2024/01/01 12:19:30,-0.012,0.007,-0.036,-0.012,-0.011
2024/01/01 12:20:00,-0.004,0.011,-0.036,-0.013,-0.005
2024/01/01 12:20:30,-0.006,-0.008,-0.010,-0.005,0.041
2024/01/01 12:21:00,-0.019,-0.008,-0.022,0.007,0.024
2024/01/01 12:21:30,0.001,0.002,0.036,0.015,0.019
2024/01/01 12:22:00,0.021,0.006,0.021,0.011,-0.008
2024/01/01 12:22:30,0.015,0.005,-0.003,0.000,-0.012
