Time (JST),Kashiwazaki (m),Mikuni (m),Oga (m),Okushiri (m),Tobishima (m)
2024/01/01 22:03:00,0.018,-0.003,0.058,-0.003,0.006
2024/01/01 22:03:30,0.010,0.000,0.075,-0.035,0.016
2024/01/01 22:04:00,0.017,-0.034,0.137,-0.065,0.042
2024/01/01 22:04:30,0.004,-0.012,0.102,-0.078,0.073
2024/01/01 22:05:00,0.002,-0.023,0.102,-0.061,0.127
2024/01/01 22:05:30,-0.005,-0.050,0.075,-0.030,0.173
2024/01/01 22:06:00,-0.006,-0.046,0.090,-0.008,0.195
2024/01/01 22:06:30,-0.005,-0.030,0.053,-0.003,0.164
2024/01/01 22:07:00,-0.011,-0.072,0.049,-0.016,0.119
2024/01/01 22:07:30,-0.018,-0.081,0.015,-0.035,0.079
2024/01/01 22:08:00,-0.013,-0.045,0.054,-0.039,0.072
2024/01/01 22:08:30,-0.025,-0.037,0.044,-0.024,0.061
2024/01/01 22:09:00,-0.033,-0.028,0.062,-0.003,0.040
2024/01/01 22:09:30,-0.032,-0.025,0.041,0.011,0.009
2024/01/01 22:10:00,-0.016,-0.004,0.047,0.014,-0.038
2024/01/01 22:10:30,-0.026,-0.013,-0.016,0.015,-0.046
2024/01/01 22:11:00,-0.006,-0.010,-0.057,0.017,-0.029
2024/01/01 22:11:30,0.004,-0.001,-0.074,0.013,0.006
2024/01/01 22:12:00,0.004,-0.001,-0.102,0.011,0.008
2024/01/01 22:12:30,0.016,0.013,-0.019,0.011,-0.008
2024/01/01 22:13:00,0.008,0.038,-0.024,0.017,-0.032
2024/01/01 22:13:30,0.014,0.068,-0.034,0.022,-0.067
2024/01/01 22:14:00,0.028,0.071,-0.027,0.019,-0.084
2024/01/01 22:14:30,0.021,0.070,-0.036,0.008,-0.074
2024/01/01 22:15:00,0.026,0.091,-0.010,-0.004,-0.085
2024/01/01 22:15:30,0.030,0.066,-0.066,-0.005,-0.068
2024/01/01 22:16:00,0.012,0.049,-0.028,0.008,-0.089
2024/01/01 22:16:30,0.000,0.075,-0.020,0.023,-0.079
2024/01/01 22:17:00,0.004,0.075,0.029,0.026,-0.083
2024/01/01 22:17:30,-0.019,0.073,0.017,0.022,-0.066
2024/01/01 22:18:00,-0.022,0.054,-0.045,0.014,-0.039
2024/01/01 22:18:30,-0.041,0.033,-0.079,0.004,-0.031
2024/01/01 22:19:00,-0.055,0.022,-0.112,-0.003,-0.021
2024/01/01 22:19:30,-0.071,-0.025,-0.088,-0.004,-0.052
2024/01/01 22:20:00,-0.091,-0.043,-0.078,-0.004,-0.092
2024/01/01 22:20:30,-0.096,-0.068,-0.066,-0.002,-0.129
2024/01/01 22:21:00,-0.106,-0.093,-0.062,0.001,-0.123
2024/01/01 22:21:30,-0.107,-0.120,-0.011,0.002,-0.086
2024/01/01 22:22:00,-0.104,-0.132,-0.014,0.000,-0.013
2024/01/01 22:22:30,-0.102,-0.132,-0.045,0.004,0.064
2024/01/01 22:23:00,-0.098,-0.104,0.005,0.008,0.123
2024/01/01 22:23:30,-0.082,-0.088,-0.047,0.002,0.123
2024/01/01 22:24:00,-0.074,-0.074,0.002,-0.004,0.084
2024/01/01 22:24:30,-0.053,-0.071,-0.008,0.001,0.040
2024/01/01 22:25:00,-0.041,-0.049,0.005,0.012,0.022
2024/01/01 22:25:30,-0.023,-0.021,0.069,0.020,0.012
2024/01/01 22:26:00,-0.023,-0.016,0.086,0.032,0.031
2024/01/01 22:26:30,-0.011,0.009,0.054,0.039,0.025
2024/01/01 22:27:00,-0.004,0.035,0.044,0.034,0.029
2024/01/01 22:27:30,0.007,0.062,0.061,0.023,0.022
2024/01/01 22:28:00,0.005,0.093,0.125,0.010,0.051
2024/01/01 22:28:30,0.007,0.080,0.096,0.001,0.085
2024/01/01 22:29:00,0.034,0.069,0.097,0.000,0.117
2024/01/01 22:29:30,0.040,0.074,0.007,0.009,0.111
2024/01/01 22:30:00,0.035,0.073,0.037,0.017,0.077
2024/01/01 22:30:30,0.053,0.039,0.022,0.012,0.029
2024/01/01 22:31:00,0.043,0.027,0.045,-0.003,-0.002
2024/01/01 22:31:30,0.057,0.023,0.021,-0.023,-0.010
2024/01/01 22:32:00,0.058,0.013,0.044,-0.029,0.014
2024/01/01 22:32:30,0.060,0.002,0.097,-0.017,0.015
2024/01/01 22:33:00,0.065,-0.010,0.107,-0.007,0.011
2024/01/01 22:33:30,0.072,-0.003,0.084,0.002,-0.006
2024/01/01 22:34:00,0.070,-0.029,0.050,0.007,-0.044
2024/01/01 22:34:30,0.056,-0.034,0.002,-0.003,-0.073
2024/01/01 22:35:00,0.055,-0.039,-0.043,-0.022,-0.091
2024/01/01 22:35:30,0.039,-0.032,-0.058,-0.039,-0.104
2024/01/01 22:36:00,0.040,-0.041,-0.064,-0.035,-0.110
2024/01/01 22:36:30,0.020,-0.032,-0.067,-0.020,-0.094
2024/01/01 22:37:00,0.011,-0.025,-0.021,-0.009,-0.071
2024/01/01 22:37:30,0.002,-0.036,-0.016,-0.011,-0.028
2024/01/01 22:38:00,-0.006,-0.015,-0.039,-0.019,0.003
2024/01/01 22:38:30,-0.022,-0.004,-0.082,-0.029,0.032
2024/01/01 22:39:00,-0.003,-0.032,-0.087,-0.033,0.033
2024/01/01 22:39:30,-0.018,-0.005,-0.066,-0.021,0.004
2024/01/01 22:40:00,-0.012,0.021,-0.032,-0.004,-0.028
2024/01/01 22:40:30,-0.005,0.018,-0.048,0.015,-0.067
2024/01/01 22:41:00,-0.005,0.042,-0.054,0.011,-0.080
2024/01/01 22:41:30,0.004,0.065,-0.084,0.005,-0.071
2024/01/01 22:42:00,0.006,0.059,-0.069,0.007,-0.060
2024/01/01 22:42:30,0.021,0.064,-0.068,0.001,-0.045
2024/01/01 22:43:00,0.024,0.109,-0.037,-0.003,-0.030
2024/01/01 22:43:30,0.022,0.084,-0.085,0.011,-0.017
2024/01/01 22:44:00,0.024,0.087,-0.057,0.025,-0.007
2024/01/01 22:44:30,0.016,0.069,-0.065,0.020,-0.011
2024/01/01 22:45:00,0.006,0.075,-0.054,0.007,0.012
2024/01/01 22:45:30,0.011,0.092,-0.012,-0.001,0.040
2024/01/01 22:46:00,0.012,0.056,0.008,0.003,0.060
2024/01/01 22:46:30,-0.021,0.063,0.054,0.002,0.081
2024/01/01 22:47:00,-0.015,0.066,0.070,0.000,0.067
2024/01/01 22:47:30,-0.021,0.047,0.069,-0.005,0.028
2024/01/01 22:48:00,-0.040,0.016,0.005,-0.010,-0.020
2024/01/01 22:48:30,-0.041,0.011,0.022,-0.007,-0.056
2024/01/01 22:49:00,-0.054,-0.005,0.002,0.006,-0.041
2024/01/01 22:49:30,-0.060,-0.003,0.031,0.028,-0.007
2024/01/01 22:50:00,-0.046,-0.021,0.022,0.038,0.027
2024/01/01 22:50:30,-0.046,-0.009,0.010,0.027,0.051
2024/01/01 22:51:00,-0.041,-0.013,-0.010,0.006,0.049
2024/01/01 22:51:30,-0.042,-0.008,-0.008,-0.010,0.052
2024/01/01 22:52:00,-0.040,-0.003,-0.002,-0.011,0.051
2024/01/01 22:52:30,-0.032,-0.008,-0.008,0.000,0.052
2024/01/01 22:53:00,-0.036,-0.006,-0.001,0.012,0.044
2024/01/01 22:53:30,-0.048,0.015,0.015,0.015,0.042
2024/01/01 22:54:00,-0.045,-0.002,0.028,0.007,0.049
2024/01/01 22:54:30,-0.044,-0.023,0.082,-0.010,0.052
2024/01/01 22:55:00,-0.058,-0.020,0.072,-0.033,0.057
2024/01/01 22:55:30,-0.050,-0.013,0.088,-0.045,0.056
2024/01/01 22:56:00,-0.066,-0.040,0.102,-0.040,0.057
2024/01/01 22:56:30,-0.055,-0.039,0.065,-0.028,0.060
2024/01/01 22:57:00,-0.051,-0.071,0.063,-0.012,0.075
2024/01/01 22:57:30,-0.047,-0.066,0.073,-0.012,0.091
2024/01/01 22:58:00,-0.033,-0.080,0.055,-0.022,0.090
2024/01/01 22:58:30,-0.038,-0.102,0.027,-0.029,0.058
2024/01/01 22:59:00,-0.025,-0.106,0.017,-0.024,0.019
2024/01/01 22:59:30,-0.010,-0.098,-0.020,-0.011,-0.026
2024/01/01 23:00:00,0.000,-0.116,-0.055,0.001,-0.065
2024/01/01 23:00:30,0.002,-0.131,-0.065,0.005,-0.069
2024/01/01 23:01:00,0.011,-0.131,-0.051,-0.005,-0.063
2024/01/01 23:01:30,0.022,-0.122,-0.019,-0.018,-0.034
2024/01/01 23:02:00,0.020,-0.110,-0.023,-0.032,-0.014
2024/01/01 23:02:30,0.034,-0.117,-0.021,-0.036,0.010
2024/01/01 23:03:00,0.025,-0.075,-0.036,-0.028,-0.009
2024/01/01 23:03:30,0.026,-0.064,-0.041,-0.021,-0.024
2024/01/01 23:04:00,0.022,-0.034,-0.029,-0.018,-0.057
2024/01/01 23:04:30,0.026,-0.016,-0.006,-0.015,-0.077
2024/01/01 23:05:00,0.016,0.010,0.033,-0.011,-0.093
2024/01/01 23:05:30,0.028,0.031,0.017,0.001,-0.069
2024/01/01 23:06:00,0.039,0.062,0.055,0.014,-0.036
2024/01/01 23:06:30,0.034,0.093,0.036,0.014,-0.008
2024/01/01 23:07:00,0.039,0.091,0.034,0.012,-0.004
2024/01/01 23:07:30,0.056,0.094,0.017,0.021,-0.010
2024/01/01 23:08:00,0.070,0.101,0.010,0.038,-0.038
2024/01/01 23:08:30,0.090,0.116,0.016,0.053,-0.056
2024/01/01 23:09:00,0.092,0.110,0.020,0.063,-0.072
2024/01/01 23:09:30,0.097,0.100,0.014,0.055,-0.052
2024/01/01 23:10:00,0.108,0.074,-0.030,0.035,-0.011
2024/01/01 23:10:30,0.136,0.047,-0.044,0.014,0.027
2024/01/01 23:11:00,0.121,0.048,-0.006,0.010,0.069
2024/01/01 23:11:30,0.128,0.033,-0.019,0.024,0.071
2024/01/01 23:12:00,0.128,0.000,-0.056,0.044,0.044
2024/01/01 23:12:30,0.136,0.007,-0.080,0.059,-0.012
2024/01/01 23:13:00,0.134,0.002,-0.105,0.052,-0.073
2024/01/01 23:13:30,0.132,-0.026,-0.112,0.036,-0.120
2024/01/01 23:14:00,0.116,-0.041,-0.051,0.017,-0.116
2024/01/01 23:14:30,0.118,-0.041,-0.079,0.007,-0.091
2024/01/01 23:15:00,0.092,-0.056,-0.061,0.014,-0.036
2024/01/01 23:15:30,0.084,-0.078,-0.039,0.025,0.022
2024/01/01 23:16:00,0.071,-0.062,-0.053,0.034,0.069
2024/01/01 23:16:30,0.059,-0.059,-0.037,0.025,0.096
2024/01/01 23:17:00,0.046,-0.072,-0.030,0.006,0.087
2024/01/01 23:17:30,0.050,-0.060,-0.039,-0.014,0.080
2024/01/01 23:18:00,0.026,-0.050,-0.027,-0.022,0.048
2024/01/01 23:18:30,0.018,-0.066,-0.041,-0.022,0.031
2024/01/01 23:19:00,0.004,-0.029,-0.019,-0.019,0.018
2024/01/01 23:19:30,-0.009,-0.041,0.055,-0.019,0.025
2024/01/01 23:20:00,-0.017,-0.033,0.103,-0.028,0.028
2024/01/01 23:20:30,-0.033,-0.018,0.120,-0.034,0.047
2024/01/01 23:21:00,-0.059,-0.013,0.126,-0.032,0.041
2024/01/01 23:21:30,-0.081,-0.007,0.135,-0.023,0.042
2024/01/01 23:22:00,-0.086,0.023,0.108,-0.011,0.003
2024/01/01 23:22:30,-0.118,0.014,0.107,0.001,-0.008
2024/01/01 23:23:00,-0.121,0.032,0.151,-0.005,-0.031
2024/01/01 23:23:30,-0.140,0.068,0.109,-0.014,-0.017
2024/01/01 23:24:00,-0.142,0.084,0.078,-0.018,-0.027
2024/01/01 23:24:30,-0.147,0.078,0.035,-0.018,-0.007
2024/01/01 23:25:00,-0.155,0.077,0.034,-0.010,-0.003
2024/01/01 23:25:30,-0.139,0.093,0.015,-0.004,0.018
2024/01/01 23:26:00,-0.138,0.126,0.050,-0.001,0.029
2024/01/01 23:26:30,-0.142,0.097,0.011,-0.008,0.043
2024/01/01 23:27:00,-0.112,0.105,0.030,-0.014,0.042
2024/01/01 23:27:30,-0.101,0.116,-0.016,-0.009,0.013
2024/01/01 23:28:00,-0.102,0.113,0.019,0.001,-0.015
2024/01/01 23:28:30,-0.102,0.122,0.018,0.019,-0.030
2024/01/01 23:29:00,-0.094,0.110,-0.052,0.021,-0.033
2024/01/01 23:29:30,-0.081,0.104,-0.044,0.013,-0.019
2024/01/01 23:30:00,-0.090,0.118,-0.043,0.003,-0.013
2024/01/01 23:30:30,-0.078,0.103,-0.036,-0.018,-0.010
2024/01/01 23:31:00,-0.074,0.084,-0.085,-0.030,-0.030
2024/01/01 23:31:30,-0.068,0.062,-0.080,-0.024,-0.057
2024/01/01 23:32:00,-0.073,0.039,-0.092,-0.014,-0.071
2024/01/01 23:32:30,-0.043,0.015,-0.085,-0.004,-0.084
2024/01/01 23:33:00,-0.049,-0.002,-0.078,0.008,-0.078
2024/01/01 23:33:30,-0.044,0.002,-0.079,0.020,-0.057
2024/01/01 23:34:00,-0.041,-0.027,-0.065,0.020,-0.033
2024/01/01 23:34:30,-0.043,-0.016,-0.049,0.011,-0.008
2024/01/01 23:35:00,-0.021,-0.037,-0.031,0.002,0.010
2024/01/01 23:35:30,-0.019,-0.033,-0.065,-0.004,0.005
2024/01/01 23:36:00,-0.025,-0.050,-0.111,0.002,-0.005
2024/01/01 23:36:30,-0.006,-0.052,-0.050,0.010,-0.015
2024/01/01 23:37:00,0.009,-0.068,-0.034,0.012,-0.014
2024/01/01 23:37:30,0.010,-0.068,-0.029,0.008,-0.001
2024/01/01 23:38:00,0.021,-0.064,-0.027,0.010,0.013
2024/01/01 23:38:30,0.017,-0.078,-0.050,0.005,0.017
2024/01/01 23:39:00,0.030,-0.094,-0.066,-0.004,0.000
2024/01/01 23:39:30,0.017,-0.098,-0.083,-0.011,-0.034
2024/01/01 23:40:00,0.029,-0.090,-0.054,-0.021,-0.062
2024/01/01 23:40:30,0.033,-0.107,-0.065,-0.027,-0.055
2024/01/01 23:41:00,0.031,-0.112,-0.044,-0.027,-0.035
2024/01/01 23:41:30,0.036,-0.109,-0.008,-0.025,0.014
2024/01/01 23:42:00,0.039,-0.106,-0.009,-0.018,0.074
2024/01/01 23:42:30,0.034,-0.114,0.036,-0.012,0.122
2024/01/01 23:43:00,0.052,-0.082,0.044,-0.005,0.142
2024/01/01 23:43:30,0.056,-0.068,0.109,0.003,0.141
2024/01/01 23:44:00,0.053,-0.065,0.081,0.009,0.117
2024/01/01 23:44:30,0.062,-0.048,0.093,0.004,0.083
2024/01/01 23:45:00,0.072,-0.031,0.070,-0.003,0.043
2024/01/01 23:45:30,0.075,-0.014,0.115,-0.002,0.017
2024/01/01 23:46:00,0.083,-0.008,0.132,0.001,-0.012
2024/01/01 23:46:30,0.081,-0.025,0.137,-0.001,-0.005
2024/01/01 23:47:00,0.083,-0.001,0.183,-0.007,-0.028
2024/01/01 23:47:30,0.091,0.025,0.185,-0.014,-0.040
2024/01/01 23:48:00,0.083,0.012,0.129,-0.015,-0.068
2024/01/01 23:48:30,0.079,-0.001,0.120,-0.018,-0.064
2024/01/01 23:49:00,0.075,0.000,0.095,-0.015,-0.039
2024/01/01 23:49:30,0.072,0.006,0.083,-0.009,-0.005
2024/01/01 23:50:00,0.073,-0.017,0.065,-0.009,0.034
2024/01/01 23:50:30,0.068,-0.042,0.056,-0.014,0.029
2024/01/01 23:51:00,0.068,-0.036,0.041,-0.016,0.008
2024/01/01 23:51:30,0.056,-0.068,0.018,-0.014,-0.025
2024/01/01 23:52:00,0.055,-0.061,-0.025,-0.014,-0.058
2024/01/01 23:52:30,0.056,-0.069,-0.030,-0.012,-0.039
2024/01/01 23:53:00,0.060,-0.065,-0.081,-0.005,-0.024
2024/01/01 23:53:30,0.041,-0.064,-0.114,-0.001,0.017
2024/01/01 23:54:00,0.021,-0.060,-0.114,-0.007,0.044
2024/01/01 23:54:30,0.031,-0.048,-0.090,-0.014,0.056
2024/01/01 23:55:00,0.014,-0.051,-0.078,-0.015,0.054
2024/01/01 23:55:30,-0.016,-0.004,-0.092,-0.005,0.035
2024/01/01 23:56:00,-0.028,0.008,-0.125,0.011,0.007
2024/01/01 23:56:30,-0.037,0.043,-0.137,0.029,-0.005
2024/01/01 23:57:00,-0.065,0.070,-0.155,0.036,-0.023
2024/01/01 23:57:30,-0.062,0.104,-0.123,0.026,0.003
2024/01/01 23:58:00,-0.089,0.123,-0.079,0.007,0.009
2024/01/01 23:58:30,-0.082,0.147,-0.085,-0.014,0.037
2024/01/01 23:59:00,-0.095,0.142,-0.064,-0.020,0.036
2024/01/01 23:59:30,-0.080,0.157,-0.050,-0.010,0.010
2024/01/02 00:00:00,-0.075,0.176,-0.049,0.009,-0.020
2024/01/02 00:00:30,-0.065,0.158,-0.001,0.032,-0.032
2024/01/02 00:01:00,-0.056,0.139,0.014,0.046,-0.021
2024/01/02 00:01:30,-0.026,0.131,0.017,0.043,-0.018
2024/01/02 00:02:00,-0.024,0.110,0.077,0.030,-0.012
2024/01/02 00:02:30,-0.001,0.078,0.055,0.017,-0.019
2024/01/02 00:03:00,0.011,0.061,0.133,0.019,-0.025
2024/01/02 00:03:30,0.026,0.050,0.102,0.029,-0.017
2024/01/02 00:04:00,0.041,0.024,0.092,0.039,-0.004
2024/01/02 00:04:30,0.051,0.012,0.055,0.047,0.017
2024/01/02 00:05:00,0.058,0.005,0.053,0.044,0.024
2024/01/02 00:05:30,0.065,0.024,0.028,0.034,0.005
2024/01/02 00:06:00,0.064,-0.004,0.020,0.024,-0.016
2024/01/02 00:06:30,0.064,0.004,0.022,0.018,-0.031
2024/01/02 00:07:00,0.065,0.009,0.016,0.022,-0.052
2024/01/02 00:07:30,0.061,0.016,0.016,0.025,-0.047
2024/01/02 00:08:00,0.044,-0.011,0.008,0.024,-0.029
2024/01/02 00:08:30,0.035,-0.014,-0.001,0.019,-0.007
2024/01/02 00:09:00,0.019,-0.007,-0.002,0.009,0.010
2024/01/02 00:09:30,0.015,-0.007,0.008,0.002,0.007
2024/01/02 00:10:00,0.008,-0.023,-0.009,-0.008,0.004
2024/01/02 00:10:30,-0.011,-0.006,-0.015,-0.020,-0.027
2024/01/02 00:11:00,-0.022,0.009,0.005,-0.030,-0.043
2024/01/02 00:11:30,-0.026,-0.012,0.011,-0.033,-0.044
2024/01/02 00:12:00,-0.041,-0.024,-0.017,-0.034,-0.022
2024/01/02 00:12:30,-0.044,0.006,-0.012,-0.038,-0.003
2024/01/02 00:13:00,-0.048,-0.009,-0.043,-0.032,0.022
2024/01/02 00:13:30,-0.042,-0.031,-0.063,-0.021,0.048
2024/01/02 00:14:00,-0.033,-0.034,-0.069,-0.013,0.044
2024/01/02 00:14:30,-0.040,-0.033,0.003,-0.013,0.044
2024/01/02 00:15:00,-0.037,-0.060,-0.029,-0.018,0.024
2024/01/02 00:15:30,-0.027,-0.061,0.005,-0.026,0.025
2024/01/02 00:16:00,-0.037,-0.051,0.029,-0.029,0.010
2024/01/02 00:16:30,-0.041,-0.059,0.023,-0.021,0.002
2024/01/02 00:17:00,-0.034,-0.064,0.024,-0.009,0.007
2024/01/02 00:17:30,-0.033,-0.047,0.031,0.002,0.007
2024/01/02 00:18:00,-0.036,-0.066,0.011,0.002,0.016
2024/01/02 00:18:30,-0.045,-0.072,-0.018,-0.006,0.018
2024/01/02 00:19:00,-0.040,-0.062,0.012,-0.012,0.024
2024/01/02 00:19:30,-0.032,-0.074,0.026,-0.015,0.020
2024/01/02 00:20:00,-0.036,-0.051,0.044,-0.014,0.016
2024/01/02 00:20:30,-0.034,-0.054,0.043,-0.005,0.014
2024/01/02 00:21:00,-0.024,-0.049,0.021,0.005,0.028
2024/01/02 00:21:30,-0.021,-0.036,0.009,0.008,0.028
2024/01/02 00:22:00,-0.009,-0.044,0.030,0.008,0.035
2024/01/02 00:22:30,-0.010,-0.032,0.021,0.012,0.018
2024/01/02 00:23:00,0.001,-0.026,0.000,0.010,0.001
2024/01/02 00:23:30,0.005,-0.034,-0.043,0.008,-0.017
2024/01/02 00:24:00,0.010,-0.036,-0.058,0.009,-0.033
2024/01/02 00:24:30,0.006,-0.033,-0.077,0.014,-0.039
2024/01/02 00:25:00,0.018,-0.020,-0.071,0.019,-0.033
2024/01/02 00:25:30,0.025,-0.003,-0.023,0.015,-0.039
2024/01/02 00:26:00,0.020,0.007,0.000,0.007,-0.049
2024/01/02 00:26:30,0.017,0.020,0.037,0.002,-0.071
2024/01/02 00:27:00,0.027,0.016,0.013,0.004,-0.079
2024/01/02 00:27:30,0.012,0.021,0.007,0.007,-0.077
2024/01/02 00:28:00,0.019,0.016,-0.015,0.012,-0.073
2024/01/02 00:28:30,0.017,0.040,-0.016,0.015,-0.059
2024/01/02 00:29:00,0.015,0.036,0.002,0.014,-0.040
2024/01/02 00:29:30,0.021,0.027,0.002,0.009,-0.035
2024/01/02 00:30:00,0.027,0.038,-0.010,0.006,-0.031
2024/01/02 00:30:30,0.014,0.048,0.014,0.008,-0.039
2024/01/02 00:31:00,0.014,0.025,-0.006,0.010,-0.014
2024/01/02 00:31:30,0.030,0.017,-0.032,0.011,0.007
2024/01/02 00:32:00,0.028,0.032,-0.056,0.004,0.035
2024/01/02 00:32:30,0.030,0.008,-0.091,-0.011,0.051
2024/01/02 00:33:00,0.028,0.001,-0.045,-0.021,0.074
2024/01/02 00:33:30,0.037,-0.004,-0.009,-0.028,0.087
2024/01/02 00:34:00,0.038,0.003,-0.014,-0.035,0.078
2024/01/02 00:34:30,0.041,-0.005,-0.017,-0.038,0.070
2024/01/02 00:35:00,0.039,-0.012,0.016,-0.044,0.060
2024/01/02 00:35:30,0.056,-0.007,-0.019,-0.046,0.049
2024/01/02 00:36:00,0.052,-0.003,-0.008,-0.035,0.031
2024/01/02 00:36:30,0.038,-0.006,-0.044,-0.017,0.032
2024/01/02 00:37:00,0.041,-0.003,-0.014,-0.002,0.037
2024/01/02 00:37:30,0.024,-0.003,0.029,-0.001,0.016
2024/01/02 00:38:00,0.007,0.025,0.028,-0.010,0.014
2024/01/02 00:38:30,-0.004,0.013,0.021,-0.019,-0.008
2024/01/02 00:39:00,-0.021,0.037,0.023,-0.028,0.008
2024/01/02 00:39:30,-0.041,0.040,0.040,-0.026,0.005
2024/01/02 00:40:00,-0.058,0.040,0.035,-0.018,0.015
2024/01/02 00:40:30,-0.083,0.050,0.055,-0.013,0.015
2024/01/02 00:41:00,-0.082,0.029,0.065,-0.009,0.007
2024/01/02 00:41:30,-0.114,0.036,0.099,-0.008,-0.016
2024/01/02 00:42:00,-0.110,0.034,0.061,-0.014,-0.040
2024/01/02 00:42:30,-0.113,0.034,0.088,-0.020,-0.067
2024/01/02 00:43:00,-0.115,0.027,0.049,-0.018,-0.073
2024/01/02 00:43:30,-0.118,0.037,0.060,-0.011,-0.083
2024/01/02 00:44:00,-0.100,0.015,0.038,-0.001,-0.079
2024/01/02 00:44:30,-0.101,0.028,0.041,0.007,-0.067
2024/01/02 00:45:00,-0.094,0.014,-0.025,0.011,-0.040
2024/01/02 00:45:30,-0.070,-0.027,-0.022,0.006,-0.016
2024/01/02 00:46:00,-0.065,-0.021,-0.039,-0.003,0.014
2024/01/02 00:46:30,-0.055,-0.043,-0.061,-0.003,0.039
2024/01/02 00:47:00,-0.052,-0.042,-0.061,0.008,0.041
2024/01/02 00:47:30,-0.041,-0.068,-0.039,0.022,0.049
2024/01/02 00:48:00,-0.029,-0.041,-0.060,0.025,0.056
2024/01/02 00:48:30,-0.024,-0.049,-0.032,0.018,0.056
2024/01/02 00:49:00,-0.017,-0.032,-0.053,0.012,0.062
2024/01/02 00:49:30,-0.011,-0.008,-0.052,0.013,0.059
2024/01/02 00:50:00,0.000,-0.006,-0.059,0.016,0.045
2024/01/02 00:50:30,0.007,0.009,-0.022,0.022,0.032
2024/01/02 00:51:00,0.008,0.024,-0.021,0.026,0.030
2024/01/02 00:51:30,0.019,0.035,-0.046,0.017,0.047
2024/01/02 00:52:00,0.039,0.052,-0.042,0.005,0.043
2024/01/02 00:52:30,0.048,0.056,-0.033,0.002,0.056
2024/01/02 00:53:00,0.059,0.066,-0.028,0.007,0.055
2024/01/02 00:53:30,0.066,0.072,-0.035,0.012,0.027
2024/01/02 00:54:00,0.072,0.077,-0.012,0.021,-0.002
2024/01/02 00:54:30,0.085,0.080,0.017,0.025,-0.026
2024/01/02 00:55:00,0.098,0.077,0.040,0.026,-0.037
2024/01/02 00:55:30,0.092,0.071,0.031,0.029,-0.049
2024/01/02 00:56:00,0.092,0.061,0.043,0.035,-0.068
2024/01/02 00:56:30,0.087,0.041,0.062,0.037,-0.052
2024/01/02 00:57:00,0.079,0.025,0.079,0.040,-0.069
2024/01/02 00:57:30,0.078,0.033,0.052,0.042,-0.073
2024/01/02 00:58:00,0.079,0.008,0.056,0.039,-0.083
2024/01/02 00:58:30,0.067,0.007,0.049,0.035,-0.088
2024/01/02 00:59:00,0.057,0.001,0.034,0.034,-0.086
2024/01/02 00:59:30,0.052,0.002,0.044,0.031,-0.060
2024/01/02 01:00:00,0.060,-0.020,0.019,0.030,-0.042
2024/01/02 01:00:30,0.048,-0.026,0.065,0.033,-0.002
2024/01/02 01:01:00,0.052,-0.042,0.083,0.034,0.033
2024/01/02 01:01:30,0.040,-0.057,0.075,0.026,0.041
2024/01/02 01:02:00,0.055,-0.051,0.061,0.013,0.023
2024/01/02 01:02:30,0.061,-0.070,0.048,-0.005,-0.006
2024/01/02 01:03:00,0.060,-0.083,0.067,-0.019,-0.023
2024/01/02 01:03:30,0.082,-0.087,0.035,-0.027,-0.028
2024/01/02 01:04:00,0.082,-0.074,0.039,-0.024,-0.002
2024/01/02 01:04:30,0.076,-0.088,0.006,-0.018,0.032
2024/01/02 01:05:00,0.084,-0.070,-0.005,-0.017,0.058
2024/01/02 01:05:30,0.072,-0.074,-0.006,-0.026,0.070
2024/01/02 01:06:00,0.078,-0.079,-0.047,-0.040,0.048
2024/01/02 01:06:30,0.074,-0.057,-0.047,-0.053,0.017
2024/01/02 01:07:00,0.071,-0.053,-0.053,-0.058,-0.005
2024/01/02 01:07:30,0.054,-0.029,-0.083,-0.050,-0.009
2024/01/02 01:08:00,0.035,-0.037,-0.041,-0.037,-0.003
2024/01/02 01:08:30,0.024,-0.027,-0.108,-0.025,0.022
2024/01/02 01:09:00,0.008,-0.019,-0.062,-0.016,0.047
2024/01/02 01:09:30,-0.007,-0.026,-0.057,-0.019,0.059
2024/01/02 01:10:00,-0.017,-0.051,-0.058,-0.025,0.042
2024/01/02 01:10:30,-0.044,-0.049,-0.020,-0.031,0.023
2024/01/02 01:11:00,-0.055,-0.055,-0.077,-0.024,0.005
2024/01/02 01:11:30,-0.069,-0.057,-0.071,-0.002,0.007
2024/01/02 01:12:00,-0.077,-0.061,-0.054,0.021,0.005
2024/01/02 01:12:30,-0.083,-0.079,-0.089,0.032,-0.004
2024/01/02 01:13:00,-0.091,-0.071,-0.037,0.029,-0.011
2024/01/02 01:13:30,-0.106,-0.076,-0.105,0.016,-0.044
2024/01/02 01:14:00,-0.095,-0.053,-0.064,0.000,-0.060
2024/01/02 01:14:30,-0.100,-0.076,-0.042,-0.002,-0.066
2024/01/02 01:15:00,-0.103,-0.048,0.007,0.009,-0.046
2024/01/02 01:15:30,-0.097,-0.045,-0.026,0.016,-0.016
2024/01/02 01:16:00,-0.100,-0.029,0.006,0.011,0.002
2024/01/02 01:16:30,-0.091,-0.013,0.023,0.004,0.034
2024/01/02 01:17:00,-0.090,0.003,0.014,-0.003,0.039
2024/01/02 01:17:30,-0.083,0.027,0.036,-0.008,0.038
2024/01/02 01:18:00,-0.064,0.050,0.020,-0.004,0.019
2024/01/02 01:18:30,-0.061,0.070,0.004,-0.001,0.018
